기온분석
[검색조건]
자료구분 : 일
자료형태 : 기본
지역/지점 : 부여
기간 : 20150101~20200416

날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2016-10-24,236,14.8,9.7,19.5
2016-10-25,236,14.6,11,20.6
2016-10-26,236,12.5,9.1,17.9
2016-10-27,236,13.5,8.3,18
2016-10-28,236,13.8,12,16.1
2016-10-29,236,9.7,6.4,13.5
2016-10-30,236,6.7,0.1,15.3
2016-10-31,236,7.8,4.6,11.5
2016-11-01,236,3.6,-1.1,9.4
2016-11-02,236,4,-3.2,12.1
2016-11-03,236,6.2,1.7,15.6
2016-11-04,236,9.1,0.4,17.3
2016-11-05,236,12.7,7.3,19.5
2016-11-06,236,13.8,9.4,19.6
2016-11-07,236,13.2,8.8,17.5
2016-11-08,236,7,1.6,10.8
2016-11-09,236,3.2,-2.9,10.2
2016-11-10,236,6.2,1.9,10.1
2016-11-11,236,8.7,3.5,15.2
2016-11-12,236,8.4,1.3,18.3
2016-11-13,236,12.1,5.6,19.3
2016-11-14,236,14.7,8.5,22
2016-11-15,236,8,0.7,14.3
2016-11-16,236,4.5,-2.1,13
2016-11-17,236,8.1,2.4,15.8
2016-11-18,236,8.3,1.1,13.9
2016-11-19,236,12.8,10.2,15.7
2016-11-20,236,11.3,6.2,18
2016-11-21,236,9.2,5.4,12.2
2016-11-22,236,5.4,1.7,10
2016-11-23,236,1.3,-3,6.4
2016-11-24,236,0.2,-4.1,5.5
2016-11-25,236,1.2,-3.8,8.4
2016-11-26,236,0.2,-3.6,3.9
2016-11-27,236,3,1.3,6.7
2016-11-28,236,2.7,-2.4,9
2016-11-29,236,1.7,-4.8,10.3
2016-11-30,236,5.4,-1.1,11.1
2016-12-01,236,4.7,-1.3,11.3
2016-12-02,236,1.3,-5,9.9
2016-12-03,236,2.4,-3.9,10.9
2016-12-04,236,3.9,-0.9,10.1
2016-12-05,236,8.3,4,14.1
2016-12-06,236,0.9,-4.8,6.9
2016-12-07,236,1.2,-5.5,9.9
2016-12-08,236,2.9,-3.4,9.3
2016-12-09,236,3.7,-2.2,8
2016-12-10,236,-0.8,-5.7,6.8
2016-12-11,236,-0.9,-7.3,7.3
2016-12-12,236,3.9,-3.8,11.3
2016-12-13,236,4.1,-0.6,10.2
2016-12-14,236,-0.6,-4.8,4.9
2016-12-15,236,-1.7,-6,3.4
2016-12-16,236,-2.1,-9,3.5
2016-12-17,236,2,-3.5,10.8
2016-12-18,236,3.8,-2.3,9.9
2016-12-19,236,6.8,3.6,11.2
2016-12-20,236,6.1,2.1,13.4
2016-12-21,236,7.1,-1.1,12.9
2016-12-22,236,7.7,4.4,16
2016-12-23,236,1.2,0.1,4.5
2016-12-24,236,-0.2,-2.8,2.5
2016-12-25,236,1.5,-4.8,7.7
2016-12-26,236,3.5,2.5,4.2
2016-12-27,236,1,-5,4.1
2016-12-28,236,-2.9,-8.6,4
2016-12-29,236,-2.2,-6.4,1.7
2016-12-30,236,-2.5,-8.4,4.2
2016-12-31,236,0.9,-3.4,6.1
2017-01-01,236,2,-1.9,9.8
2017-01-02,236,2.5,-2.1,11
2017-01-03,236,0.5,-3.4,8.5
2017-01-04,236,2.1,-2.8,10.7
2017-01-05,236,4.7,-2.2,8.7
2017-01-06,236,5.7,0.6,11.4
2017-01-07,236,4.3,-3,9.7
2017-01-08,236,8.2,5.6,12.7
2017-01-09,236,3.9,-3.4,8.3
2017-01-10,236,-0.4,-4.5,4.7
2017-01-11,236,-3.1,-8.3,1.8
2017-01-12,236,-1.5,-5.7,4.7
2017-01-13,236,-4.2,-8.3,1.4
2017-01-14,236,-4.9,-7.7,-2.3
2017-01-15,236,-6.4,-12.6,1.7
2017-01-16,236,-5,-11.5,4
2017-01-17,236,-3.7,-10,4.8
2017-01-18,236,-1.4,-5.8,4.3
2017-01-19,236,-1.1,-7.3,7.2
2017-01-20,236,-3.1,-10.2,-0.3
2017-01-21,236,-3.8,-11.2,1.8
2017-01-22,236,-3.9,-6.2,0.4
2017-01-23,236,-7.4,-12.1,-1
2017-01-24,236,-6.4,-13.3,2
2017-01-25,236,-5.7,-12.9,3.1
2017-01-26,236,-2.3,-11.2,5.6
2017-01-27,236,0.7,-4.9,5.2
2017-01-28,236,-0.1,-8,8.2
2017-01-29,236,2.3,0.6,4.8
2017-01-30,236,-2.1,-7.6,1.7
2017-01-31,236,-4.1,-9.6,2.1
2017-02-01,236,-2.4,-7.1,3.8
2017-02-02,236,-2.6,-9.7,5.7
2017-02-03,236,0.3,-5.7,7.7
2017-02-04,236,2.5,-3.9,7.7
2017-02-05,236,3.1,-1.3,5.6
2017-02-06,236,-0.1,-4.6,4.4
2017-02-07,236,-0.8,-5.8,6.4
2017-02-08,236,-0.2,-4.7,4.8
2017-02-09,236,-2.3,-5,1.2
2017-02-10,236,-4,-6.6,-0.3
2017-02-11,236,-2.1,-7.2,2.1
2017-02-12,236,-0.8,-6.9,6
2017-02-13,236,-0.3,-7.6,6
2017-02-14,236,0.1,-5.8,8.6
2017-02-15,236,0.4,-7.8,9.8
2017-02-16,236,5.7,-6.1,13.9
2017-02-17,236,3.6,-3.9,11.2
2017-02-18,236,-1.4,-7.7,5.1
2017-02-19,236,2.1,-7.1,9.3
2017-02-20,236,1.6,-4.4,9.1
2017-02-21,236,-0.3,-7.6,8.5
2017-02-22,236,2.4,-1.6,4.1
2017-02-23,236,0.4,-3.9,4.9
2017-02-24,236,-0.5,-7.1,6.3
2017-02-25,236,1.7,-5.1,9.6
2017-02-26,236,2.3,-4.2,10.6
2017-02-27,236,2.9,-4.2,11.6
2017-02-28,236,3.3,-4.7,13.4
2017-03-01,236,4.7,-0.9,13
2017-03-02,236,2.4,-3.1,7.3
2017-03-03,236,2.3,-5.3,11.7
2017-03-04,236,3.9,-3,13.8
2017-03-05,236,4.9,-2,14.4
2017-03-06,236,1.6,-3.8,6.4
2017-03-07,236,-0.4,-4.1,3.3
2017-03-08,236,0.7,-4.7,6.4
2017-03-09,236,2.9,-4.7,10.8
2017-03-10,236,4,-4.9,13.8
2017-03-11,236,5.3,-4.5,16.8
2017-03-12,236,6.7,-3,16.8
2017-03-13,236,7.1,-1.1,13.7
2017-03-14,236,4.7,-2.5,11.5
2017-03-15,236,4,-3.9,12.9
2017-03-16,236,3.8,-3.4,13.2
2017-03-17,236,5.3,-4.2,16.5
2017-03-18,236,7.3,0.6,17.8
2017-03-19,236,8,-2.2,18.9
2017-03-20,236,7.6,0.1,13.3
2017-03-21,236,7.2,0.4,12.2
2017-03-22,236,5.5,-2.6,13.7
2017-03-23,236,7.8,2,15.8
2017-03-24,236,6.9,-0.8,14.7
2017-03-25,236,7.6,4.7,10.9
2017-03-26,236,5.9,1.2,11.3
2017-03-27,236,5.6,0.9,11.5
2017-03-28,236,7.2,-0.5,14.3
2017-03-29,236,8.9,4,16.7
2017-03-30,236,10.4,-0.8,19.3
2017-03-31,236,9.7,6.4,14.2
2017-04-01,236,7.9,2,14.7
2017-04-02,236,7.3,-1.4,16.4
2017-04-03,236,9.2,1.2,20.1
2017-04-04,236,12.1,0.8,23.1
2017-04-05,236,11.8,7.8,15.1
2017-04-06,236,12.6,8.5,17.6
2017-04-07,236,14.6,8.9,24.1
2017-04-08,236,13.8,7.5,22.9
2017-04-09,236,14.3,9.4,21.8
2017-04-10,236,16,10,22
2017-04-11,236,11.6,7,18.8
2017-04-12,236,12.4,6.2,17.7
2017-04-13,236,11.1,3.1,18.5
2017-04-14,236,13,4.5,19.5
2017-04-15,236,16,8.2,24.3
2017-04-16,236,17.7,8.5,28.8
2017-04-17,236,12.6,9.6,16
2017-04-18,236,12.4,7.3,19.5
2017-04-19,236,11.6,4,19.1
2017-04-20,236,9.9,7.3,13.8
2017-04-21,236,11.8,5.3,20
2017-04-22,236,13.3,5.6,21.7
2017-04-23,236,12.9,4.4,21.8
2017-04-24,236,12.8,3.1,21.8
2017-04-25,236,15.3,7.6,22
2017-04-26,236,14.7,7.4,21.2
2017-04-27,236,12.2,3.6,20.1
2017-04-28,236,13.5,4.8,22.2
2017-04-29,236,16.2,10.2,24.3
2017-04-30,236,16.8,9.2,25.6
2017-05-01,236,18.8,12.7,28.8
2017-05-02,236,18.3,9.3,27.5
2017-05-03,236,19.3,9.1,28.3
2017-05-04,236,20.2,12.4,27.8
2017-05-05,236,20.8,16.9,27.5
2017-05-06,236,15.3,8.7,22.1
2017-05-07,236,15.8,7.6,24.8
2017-05-08,236,17,8.7,23
2017-05-09,236,14.7,10.7,20.7
2017-05-10,236,15.4,12.3,19.9
2017-05-11,236,18,11.8,25.6
2017-05-12,236,18.5,13.9,23.1
2017-05-13,236,16.4,11.7,24.4
2017-05-14,236,14.8,8.5,22.1
2017-05-15,236,14.9,7.8,22.2
2017-05-16,236,15.3,8.9,22.5
2017-05-17,236,17,8.5,26.9
2017-05-18,236,18.3,9.2,27.4
2017-05-19,236,18.8,10.7,28.4
2017-05-20,236,19.1,9.8,28.1
2017-05-21,236,19.3,11.7,27.9
2017-05-22,236,19.9,11.4,27.9
2017-05-23,236,19.9,13.2,25.7
2017-05-24,236,20.3,15.5,27.2
2017-05-25,236,18.1,12.3,26.1
2017-05-26,236,15.8,9.3,22.2
2017-05-27,236,17,8.7,25.6
2017-05-28,236,19.4,11.3,27.6
2017-05-29,236,21.6,15.6,28.7
2017-05-30,236,21.3,14.5,29
2017-05-31,236,20.6,14.4,26.3
2017-06-01,236,20.1,13.5,25.3
2017-06-02,236,19,11.6,27.1
2017-06-03,236,18.4,12.5,24.7
2017-06-04,236,19.9,9.5,28.5
2017-06-05,236,21.4,11.4,30
2017-06-06,236,17.8,15.1,22.3
2017-06-07,236,17.9,15.8,20.1
2017-06-08,236,19.6,15.7,26.1
2017-06-09,236,21.5,16.5,27.1
2017-06-10,236,21.7,18.8,26.8
2017-06-11,236,22,14.3,29.7
2017-06-12,236,20.8,14,26.9
2017-06-13,236,20.2,15.5,27.5
2017-06-14,236,20,12.6,27.7
2017-06-15,236,21,14.3,29.5
2017-06-16,236,22.7,16.6,30.6
2017-06-17,236,22.3,14.8,30
2017-06-18,236,22.6,14.3,32.1
2017-06-19,236,23.5,15,31.6
2017-06-20,236,23.6,17.3,30.5
2017-06-21,236,23.1,19,28.8
2017-06-22,236,23.7,16.8,31
2017-06-23,236,26,18.6,33.4
2017-06-24,236,22.7,19.4,30.3
2017-06-25,236,23.5,18.7,29.2
2017-06-26,236,22.3,19.6,28.7
2017-06-27,236,23.7,19.7,29.1
2017-06-28,236,24.6,21.1,31.5
2017-06-29,236,24.9,19.9,30.7
2017-06-30,236,25.6,22.5,30.9
2017-07-01,236,23.7,20.8,26.3
2017-07-02,236,26,23.9,29.2
2017-07-03,236,25.1,23.7,26.9
2017-07-04,236,25.9,24.2,29.7
2017-07-05,236,26.5,23,32.9
2017-07-06,236,24.8,22.1,32.2
2017-07-07,236,26.1,22.4,29.4
2017-07-08,236,25.7,23.5,28.7
2017-07-09,236,27,24,32.6
2017-07-10,236,26.2,24,28.3
2017-07-11,236,25.3,22.5,29.1
2017-07-12,236,26.6,22.8,32.1
2017-07-13,236,26.5,21.5,32.7
2017-07-14,236,26.5,23.4,33.1
2017-07-15,236,24.7,22.4,27.2
2017-07-16,236,27,24.7,29.6
2017-07-17,236,25.1,22.3,28.8
2017-07-18,236,24.7,22.3,29.1
2017-07-19,236,26.9,23,32.6
2017-07-20,236,27.9,23.4,33.6
2017-07-21,236,28.7,24.5,33.9
2017-07-22,236,28.3,25.9,31.6
2017-07-23,236,27.5,25.7,29.6
2017-07-24,236,27.7,26.7,30.1
2017-07-25,236,28.9,26.1,34.4
2017-07-26,236,27.3,22.6,32.5
2017-07-27,236,27.5,23,33.8
2017-07-28,236,27.4,23.4,31.3
2017-07-29,236,27.6,24,32.9
2017-07-30,236,27.6,23,32.6
2017-07-31,236,24.5,23.4,26.3
2017-08-01,236,26.7,22.6,33.3
2017-08-02,236,28,23.7,34.1
2017-08-03,236,28.1,24.2,33.8
2017-08-04,236,28.8,23.4,35
2017-08-05,236,30.7,25,36.5
2017-08-06,236,30.3,26.7,35.7
2017-08-07,236,28.4,24.3,34.4
2017-08-08,236,27,23.3,32.5
2017-08-09,236,23.7,22.2,25.8
2017-08-10,236,26.6,23.5,31.7
2017-08-11,236,26.4,22.3,33
2017-08-12,236,26.6,22.8,31.7
2017-08-13,236,24.5,21.7,26.6
2017-08-14,236,22.5,20.8,27.1
2017-08-15,236,23.6,21.7,25.1
2017-08-16,236,25.4,22.9,29.8
2017-08-17,236,25.6,22.3,30.7
2017-08-18,236,24.6,21.4,30.7
2017-08-19,236,25.3,22.3,30.8
2017-08-20,236,25.7,22.5,30.6
2017-08-21,236,25.2,22.6,29
2017-08-22,236,27.3,23.9,32
2017-08-23,236,28,24.8,32.1
2017-08-24,236,27.6,24.7,30.6
2017-08-25,236,25.3,20.1,32.5
2017-08-26,236,22.3,16.6,29.9
2017-08-27,236,22.5,16,30
2017-08-28,236,23.6,18,28.2
2017-08-29,236,20.9,17.1,26.5
2017-08-30,236,18,15.9,21.7
2017-08-31,236,20.8,14.5,28
2017-09-01,236,21.8,17.2,28.5
2017-09-02,236,20.9,15.3,27.4
2017-09-03,236,21.7,15.6,29.7
2017-09-04,236,22,16.4,28.9
2017-09-05,236,19.9,18.3,22.2
2017-09-06,236,20.6,18.7,23.5
2017-09-07,236,21.6,17.7,28.1
2017-09-08,236,21.6,17.8,28.9
2017-09-09,236,21.5,16.8,28.2
2017-09-10,236,22.1,17.4,26.8
2017-09-11,236,20.1,17.6,23.8
2017-09-12,236,20.5,14.4,28.1
2017-09-13,236,19.3,12.9,28.4
2017-09-14,236,20.1,12,27.8
2017-09-15,236,21.5,17.1,26.5
2017-09-16,236,20.6,16.4,25.6
2017-09-17,236,21.3,16.9,28.7
2017-09-18,236,20,14.3,26.9
2017-09-19,236,22.7,17.3,27.3
2017-09-20,236,19.2,12.6,25.1
2017-09-21,236,17.1,10.4,26.4
2017-09-22,236,18.6,12.4,27
2017-09-23,236,19.5,13.5,26
2017-09-24,236,22.4,17.8,28.4
2017-09-25,236,22.4,18,28.8
2017-09-26,236,22.8,15.8,30.3
2017-09-27,236,19.7,16.3,24.8
2017-09-28,236,19.8,13.2,25.3
2017-09-29,236,14.3,8.5,21.9
2017-09-30,236,15.9,7.6,26.4
2017-10-01,236,14.9,11.5,17.4
2017-10-02,236,19.4,15.6,25.7
2017-10-03,236,17.9,12.3,22.4
2017-10-04,236,16.8,10.1,24.2
2017-10-05,236,17.8,13.9,22.1
2017-10-06,236,17.3,14.6,20.6
2017-10-07,236,19.2,15.8,25.8
2017-10-08,236,19.9,14.9,26.9
2017-10-09,236,20.5,16.1,28
2017-10-10,236,21.1,16.3,26.7
2017-10-11,236,17.2,13.4,21.6
2017-10-12,236,12,7.5,14
2017-10-13,236,11.6,5.3,19.2
2017-10-14,236,13.1,6,20.4
2017-10-15,236,15,9.6,20.8
2017-10-16,236,15.6,9.7,22
2017-10-17,236,14.6,8,22.7
2017-10-18,236,16.2,12.1,19.7
2017-10-19,236,15.8,11.6,21.8
2017-10-20,236,15.4,9.5,23.2
2017-10-21,236,15.8,9,23.9
2017-10-22,236,16.2,10.5,23.2
2017-10-23,236,12.6,7.5,19.8
2017-10-24,236,11.1,6.2,20.2
2017-10-25,236,10.9,3.9,20.6
2017-10-26,236,12.6,6.1,19.5
2017-10-27,236,13.7,8.7,21.7
2017-10-28,236,15.1,7.4,23.8
2017-10-29,236,10.9,4.3,18.6
2017-10-30,236,6.4,-0.4,14.4
2017-10-31,236,7.5,-1.4,17.8
2017-11-01,236,12.1,6,18.3
2017-11-02,236,12.4,8.5,18.9
2017-11-03,236,10.6,5,16.7
2017-11-04,236,7,1.2,14
2017-11-05,236,6.1,-0.2,15.8
2017-11-06,236,7.7,1.3,17.3
2017-11-07,236,12.6,3.7,20.8
2017-11-08,236,12.5,4.2,18.6
2017-11-09,236,7.3,0.2,17.7
2017-11-10,236,9.1,1.4,19.1
2017-11-11,236,5.4,-0.2,12.3
2017-11-12,236,3.8,-2.3,13.5
2017-11-13,236,7.7,-0.4,14
2017-11-14,236,6,0,13.9
2017-11-15,236,4.9,0.4,10.8
2017-11-16,236,2.7,-1.6,9.5
2017-11-17,236,3.7,-3.2,8.4
2017-11-18,236,1,-4.9,6.7
2017-11-19,236,-0.4,-6.8,4.2
2017-11-20,236,3.1,-4.1,9.9
2017-11-21,236,1,-5,9.3
2017-11-22,236,4.1,-1.9,11.8
2017-11-23,236,0.8,-4.3,6.8
2017-11-24,236,1.2,-1.7,5.1
2017-11-25,236,6,-2.3,12.1
2017-11-26,236,6.5,-1.5,12
2017-11-27,236,2.1,-3.6,10.2
2017-11-28,236,4.6,-1.7,12.9
2017-11-29,236,6,2.2,10.7
2017-11-30,236,0.2,-5,4.3
2017-12-01,236,-0.5,-6.2,5.1
2017-12-02,236,1.8,-2.4,6.9
2017-12-03,236,4.3,-3.1,12.8
2017-12-04,236,2.3,-2.9,5.9
2017-12-05,236,-2.4,-7.4,2.6
2017-12-06,236,-0.2,-4.5,3
2017-12-07,236,3.2,-0.2,8
2017-12-08,236,-0.9,-3.9,2.8
2017-12-09,236,0.8,-2.1,5.7
2017-12-10,236,3.1,-2.1,9.5
2017-12-11,236,-2.9,-6.7,1.2
2017-12-12,236,-6.5,-10.3,-2.1
2017-12-13,236,-6,-10.9,1
2017-12-14,236,-5,-12,1.5
2017-12-15,236,-1.9,-9,4.2
2017-12-16,236,-2.2,-7.9,1.7
2017-12-17,236,-5.1,-10.9,1.2
2017-12-18,236,-0.1,-7.9,7.3
2017-12-19,236,-1.4,-7.1,3.7
2017-12-20,236,-1.6,-9.3,4.4
2017-12-21,236,-1.6,-5.6,3.4
2017-12-22,236,-0.4,-5.6,7.7
2017-12-23,236,1,-3.9,11
2017-12-24,236,3.2,0.8,6.8
2017-12-25,236,0.1,-2.4,3.3
2017-12-26,236,-0.9,-5.5,3.7
2017-12-27,236,-4.5,-9.9,1
2017-12-28,236,-1.7,-7.3,2.9
2017-12-29,236,1.6,-1.5,5.9
2017-12-30,236,2.2,-2.3,5.8
2017-12-31,236,0.9,-4.1,6.4
2018-01-01,236,-2.1,-6.9,4.8
2018-01-02,236,-2.2,-6.6,3.7
2018-01-03,236,-1.8,-7,2.9
2018-01-04,236,-2.2,-5.9,0.7
2018-01-05,236,-1.2,-5.1,3.9
2018-01-06,236,-2.2,-7.8,6.1
2018-01-07,236,-1.6,-7.5,2.5
2018-01-08,236,1.6,0.2,3.8
2018-01-09,236,-1.4,-4.5,2
2018-01-10,236,-5.2,-12.5,0.9
2018-01-11,236,-10.7,-16.2,-4.7
2018-01-12,236,-9.6,-16.5,-3.2
2018-01-13,236,-3,-7.6,5.6
2018-01-14,236,-2.7,-10.4,6
2018-01-15,236,3.3,-0.9,11.5
2018-01-16,236,2.4,-2.1,6.7
2018-01-17,236,4.6,1.5,9.3
2018-01-18,236,3,-1.8,7.5
2018-01-19,236,-0.6,-4.9,6.8
2018-01-20,236,-0.3,-6.4,8.5
2018-01-21,236,0.7,-4.9,7.7
2018-01-22,236,3.2,-0.3,8.6
2018-01-23,236,-6.4,-10.2,-0.3
2018-01-24,236,-10.7,-14.6,-6.9
2018-01-25,236,-10.1,-15.2,-5.3
2018-01-26,236,-10.6,-14.3,-4.9
2018-01-27,236,-7.8,-16.6,-0.5
2018-01-28,236,-2.9,-6.5,2.3
2018-01-29,236,-6.7,-10.7,-1.8
2018-01-30,236,-5.7,-13.5,2.2
2018-01-31,236,-0.8,-6.6,3.9
2018-02-01,236,-3,-9.4,3.9
2018-02-02,236,-3.5,-11.4,4.9
2018-02-03,236,-4.3,-7.1,-1.2
2018-02-04,236,-6.5,-11.4,-2.7
2018-02-05,236,-7.6,-13.6,-1.8
2018-02-06,236,-7.8,-15.2,-3.1
2018-02-07,236,-7.1,-15.1,1.2
2018-02-08,236,-4.4,-12.1,5.6
2018-02-09,236,0.4,-7.2,8.2
2018-02-10,236,-0.4,-5.5,6.7
2018-02-11,236,-3.7,-10.9,0.1
2018-02-12,236,-5,-12.2,-0.5
2018-02-13,236,-2.4,-13.3,4.5
2018-02-14,236,2.7,-5.2,10.7
2018-02-15,236,0.9,-3.9,6.6
2018-02-16,236,-0.3,-6.7,7.6
2018-02-17,236,-1.1,-7.7,3.8
2018-02-18,236,0.2,-3.3,5.6
2018-02-19,236,2.1,-4.1,10.2
2018-02-20,236,1.6,-5.3,8.8
2018-02-21,236,-0.2,-6.9,5.5
2018-02-22,236,-0.9,-9.5,7.2
2018-02-23,236,4.9,0.5,10.3
2018-02-24,236,5.3,0.9,11.4
2018-02-25,236,3.3,-3.3,11
2018-02-26,236,1.8,-6.6,12.5
2018-02-27,236,4.1,-5.2,13.1
2018-02-28,236,5.1,1.9,10.4
2018-03-01,236,1.9,-2.1,5.7
2018-03-02,236,0.6,-6.8,9.4
2018-03-03,236,7.1,-3.4,17.7
2018-03-04,236,14.4,8.3,21.6
2018-03-05,236,6.9,2,13.3
2018-03-06,236,5.7,-1.1,14
2018-03-07,236,6.6,2.8,11.8
2018-03-08,236,3.3,-0.4,8.4
2018-03-09,236,3.2,-0.9,7.6
2018-03-10,236,3.1,-1.3,11.1
2018-03-11,236,6.1,0.6,13.9
2018-03-12,236,6.1,-1.1,16.6
2018-03-13,236,10.5,0.3,19.7
2018-03-14,236,13.7,3.9,23.4
2018-03-15,236,12.4,9,15.1
2018-03-16,236,7.5,2.9,11.2
2018-03-17,236,6.3,0,14.6
2018-03-18,236,6.2,0.7,10.3
2018-03-19,236,9,6.8,12.4
2018-03-20,236,7,2.1,10.8
2018-03-21,236,1.4,-0.2,2.9
2018-03-22,236,4.6,-0.3,11.9
2018-03-23,236,4.3,-1.9,13.3
2018-03-24,236,7,0,14.7
2018-03-25,236,8.8,3.9,18.9
2018-03-26,236,9.8,4.2,19.7
2018-03-27,236,11.1,2.3,20.8
2018-03-28,236,12.4,4.3,20.6
2018-03-29,236,14.4,8.6,20.3
2018-03-30,236,14.6,9.1,21.9
2018-03-31,236,14.3,6.8,21.8
2018-04-01,236,13.7,8,20
2018-04-02,236,15.7,8.8,23.8
2018-04-03,236,17.5,10.8,24.3
2018-04-04,236,13.5,10,16.8
2018-04-05,236,8.9,7.9,10.1
2018-04-06,236,7.7,4.1,11.8
2018-04-07,236,5.7,2,9.4
2018-04-08,236,7.3,-2,13.7
2018-04-09,236,10.3,2.8,17.9
2018-04-10,236,15,3.2,23.2
2018-04-11,236,14.1,7.6,20.6
2018-04-12,236,11.7,4,21.2
2018-04-13,236,13,3.8,19.2
2018-04-14,236,8.9,7.2,13.4
2018-04-15,236,8.8,4.1,16.1
2018-04-16,236,9.7,1.7,18.7
2018-04-17,236,12.1,6,20.5
2018-04-18,236,11.2,3.5,20.5
2018-04-19,236,12.3,2,22.4
2018-04-20,236,16.5,6,28.8
2018-04-21,236,16.3,7.2,26.7
2018-04-22,236,15.9,11.2,21
2018-04-23,236,11.7,10.8,15.4
2018-04-24,236,12.4,10.6,14.4
2018-04-25,236,13.9,5.3,23.5
2018-04-26,236,13.4,5.7,23.3
2018-04-27,236,13.8,6.5,22.7
2018-04-28,236,13.2,7.6,22.6
2018-04-29,236,14.2,3.7,24.2
2018-04-30,236,18.8,11.2,25.2
2018-05-01,236,20.3,15,25.3
2018-05-02,236,16.3,11.1,23
2018-05-03,236,11.5,6.7,16.5
2018-05-04,236,13.6,5.1,20.7
2018-05-05,236,17.5,6.1,25.1
2018-05-06,236,15.7,14.6,19.6
2018-05-07,236,17.8,14.1,22.8
2018-05-08,236,17.4,13.3,23.1
2018-05-09,236,15.6,9.9,22.8
2018-05-10,236,14.8,9.4,22.5
2018-05-11,236,16,10.1,23.7
2018-05-12,236,15.1,12.7,19.2
2018-05-13,236,16.6,12.3,22.7
2018-05-14,236,18.2,11.9,26.7
2018-05-15,236,21.8,13.2,28.7
2018-05-16,236,24.9,23,26.9
2018-05-17,236,24.4,20.5,28.1
2018-05-18,236,19.5,16.8,23.2
2018-05-19,236,17.7,12.5,23.9
2018-05-20,236,17.7,10.3,23.7
2018-05-21,236,17.6,10.2,24.2
2018-05-22,236,18,13.2,24.5
2018-05-23,236,18.1,11.1,24.3
2018-05-24,236,16.7,8.5,25.1
2018-05-25,236,18.2,9,26.3
2018-05-26,236,20.6,10.9,29.7
2018-05-27,236,19.2,14.8,24.4
2018-05-28,236,21.3,13.7,29.6
2018-05-29,236,21.8,16.4,27.9
2018-05-30,236,21.2,15.4,25.5
2018-05-31,236,20.1,12.8,27.5
2018-06-01,236,22.1,14.2,31.2
2018-06-02,236,22.2,13.3,32
2018-06-03,236,22.5,14.1,31.4
2018-06-04,236,21.7,16,28.5
2018-06-05,236,22.7,18.4,29.4
2018-06-06,236,22.5,16.9,30.1
2018-06-07,236,23.2,18.7,30.7
2018-06-08,236,21.5,17.5,26.6
2018-06-09,236,22.5,16.5,30.2
2018-06-10,236,21.7,16.7,26.6
2018-06-11,236,20.6,18.5,25.1
2018-06-12,236,20.4,17.1,25.3
2018-06-13,236,20.9,15,28.5
2018-06-14,236,23.3,19.4,29.3
2018-06-15,236,22.2,18.1,27.9
2018-06-16,236,21.7,14.9,28.9
2018-06-17,236,21.8,16.8,29.1
2018-06-18,236,23.4,18.7,30.6
2018-06-19,236,19.7,17,22.6
2018-06-20,236,22.3,18.1,29.2
2018-06-21,236,22.6,16.8,29.9
2018-06-22,236,23,16.8,30.9
2018-06-23,236,22.6,17.8,29.1
2018-06-24,236,23.9,18.2,32
2018-06-25,236,25.2,17,34.6
2018-06-26,236,23.1,20,26.5
2018-06-27,236,24.2,21.1,29
2018-06-28,236,23.4,20.3,25.8
2018-06-29,236,24.6,20,29.3
2018-06-30,236,23.9,21.7,28.1
2018-07-01,236,21.2,20.1,23.7
2018-07-02,236,23.2,20.4,28.3
2018-07-03,236,26.2,22.6,30.6
2018-07-04,236,26,22.1,30.6
2018-07-05,236,25.8,22.5,31.3
2018-07-06,236,,21.4,25.3
2018-07-07,236,,21.7,28.8
2018-07-08,236,22.7,18.5,27.8
2018-07-09,236,20.2,18.9,21.8
2018-07-10,236,25.9,19.6,31.7
2018-07-11,236,27.4,23,32.4
2018-07-12,236,27.5,23.6,32.3
2018-07-13,236,27.6,24.5,32.3
2018-07-14,236,27.1,23.4,32.5
2018-07-15,236,27.9,22.8,34.4
2018-07-16,236,27.2,21.7,33.5
2018-07-17,236,27.2,22,32.8
2018-07-18,236,27.5,22.4,33.5
2018-07-19,236,27.8,23.4,34.4
2018-07-20,236,28.4,22.3,35.7
2018-07-21,236,29.8,24,37.3
2018-07-22,236,29.5,24.2,36.4
2018-07-23,236,29.6,23.9,35.9
2018-07-24,236,29.4,24.4,35.8
2018-07-25,236,28.8,25.6,33.7
2018-07-26,236,28.8,24,34.3
2018-07-27,236,29.7,24.1,36.9
2018-07-28,236,29.1,24.6,36.6
2018-07-29,236,30.6,25.2,36.2
2018-07-30,236,30.6,25.6,35.9
2018-07-31,236,30.5,24.9,36.7
2018-08-01,236,31.6,24.7,38.9
2018-08-02,236,31.5,25.2,38.8
2018-08-03,236,31,25,37
2018-08-04,236,29.5,24.9,35
2018-08-05,236,29.2,24.8,34.1
2018-08-06,236,29.9,24.5,35.9
2018-08-07,236,30.2,25.6,34.8
2018-08-08,236,30.2,25.5,36.4
2018-08-09,236,29,23.9,35.1
2018-08-10,236,30,25.3,36.6
2018-08-11,236,29.8,25.3,35.3
2018-08-12,236,28.9,24.7,36.2
2018-08-13,236,30.5,24.5,37.7
2018-08-14,236,31,25.3,38.2
2018-08-15,236,31,24.7,39.3
2018-08-16,236,29.4,24.6,36.8
2018-08-17,236,26.8,22.3,32.8
2018-08-18,236,25.1,19.2,32.5
