"CUST_ID","DIVIDED_SET","SIU_CUST_YN","SEX","AGE","RESI_COST","RESI_TYPE_CODE","FP_CAREER","CUST_RGST","CTPR","OCCP_GRP_1","OCCP_GRP_2","TOTALPREM","MINCRDT","MAXCRDT","WEDD_YN","MATE_OCCP_GRP_1","MATE_OCCP_GRP_2","CHLD_CNT","LTBN_CHLD_AGE","MAX_PAYM_YM","MAX_PRM","CUST_INCM","RCBASE_HSHD_INCM","JPBASE_HSHD_INCM"
1123,1,0,1,4,1597,11,0,200306,14,7,"1차산업 종사자",19704885,6,6,1,1,"주부",0,0,199906,200000,3988,2880,3988
1124,1,0,2,4,24680,20,0,200306,16,2,"자영업",21407126,6,6,0,0,"",0,0,200306,127850,4165,0,4165
1125,1,0,2,4,10243,40,0,200306,9,1,"주부",4999548,4,99,1,7,"1차산업 종사자",1,11,201406,199048,0,4294,4416
1126,1,0,1,4,13250,40,0,200306,7,4,"3차산업 종사자",24074219,6,6,0,0,"",0,0,200703,217100,4569,4182,4569
1128,1,0,2,4,17222,20,0,200306,9,1,"주부",1704802,6,6,1,4,"3차산업 종사자",0,0,201406,100000,0,4452,4955
1129,1,0,1,4,13607,12,0,200306,9,2,"자영업",39919691,6,6,0,0,"",0,0,200701,800270,6132,3805,6132
1130,1,0,2,4,7957,30,0,200306,7,2,"자영업",28541019,7,7,1,6,"운전직",1,15,201012,384738,4509,3007,8154
1131,2,NA,2,4,9200,50,0,200306,9,4,"전문직",26836105,6,6,0,0,"",0,0,201605,300000,4632,3726,4632
1133,1,0,1,4,43970,11,0,200306,9,5,"2차산업 종사자",6238971,6,6,1,3,"고위 공무원",1,13,200305,136850,5748,6130,10305
1135,1,0,1,4,12500,20,0,200306,4,3,"사무직",3208527,6,6,0,0,"",0,0,201606,98971,4324,0,4324
1136,1,0,1,4,18888,20,0,200306,16,3,"사무직",3523185,6,6,0,0,"",0,0,200305,29500,4957,6465,4957
1138,1,0,2,4,15138,20,1,200306,4,4,"교육관련직",104204513,6,6,1,3,"기업/단체 임원",0,0,200403,1038291,4526,5519,11088
1139,1,0,1,4,16527,30,0,200306,4,6,"2차산업 종사자",30500310,7,7,1,1,"주부",2,9,200110,240650,4426,5412,4426
1140,1,0,2,4,34247,11,0,200306,16,1,"주부",64113632,6,6,1,6,"전문직",3,14,200910,2452561,0,7256,5212
1141,1,0,2,4,10833,20,0,200306,9,1,"주부",22437605,6,6,1,6,"운전직",3,10,200704,319591,0,4065,4566
1142,1,0,2,4,5416,30,0,200306,6,2,"자영업",125900,6,6,1,3,"사무직",0,0,199811,20400,3500,2633,7443
1143,2,NA,2,4,8037,12,0,200306,1,1,"주부",7461192,6,6,0,0,"",0,0,200210,108213,0,3552,3508
1144,1,0,2,4,33628,11,0,200306,9,3,"사무직",2693924,3,3,1,6,"2차산업 종사자",2,8,200908,142718,3482,5352,7674
1145,1,0,1,4,12361,20,0,200203,7,6,"2차산업 종사자",16259498,6,6,1,3,"사무직",1,7,200901,136600,4334,4332,7403
1147,1,0,1,4,6414,99,0,200306,12,5,"2차산업 종사자",11376389,6,6,0,0,"",0,0,200607,166414,3856,0,3856
1148,2,NA,2,4,15405,11,0,200306,9,2,"자영업",23595131,6,6,0,0,"",0,0,201606,230409,3893,3949,3893
1149,1,0,2,4,22777,20,0,200306,3,1,"주부",21609362,6,6,1,6,"2차산업 종사자",1,8,201606,211316,0,5726,4140
1150,1,0,2,4,139133,20,0,200306,1,5,"3차산업 종사자",17514426,6,6,0,0,"",0,0,200311,630651,3644,14239,3644
1151,1,0,1,4,16111,20,0,200306,2,8,"단순 노무직",35050158,6,6,1,3,"단순 사무직",2,8,200207,29,3212,4007,6145
1152,1,0,2,4,18333,20,0,200306,9,3,"사무직",6404476,6,6,0,0,"",0,0,201101,53810,4000,5934,4000
1153,1,0,1,4,11944,30,0,200306,2,5,"2차산업 종사자",27836779,6,8,1,4,"예체능계 종사자",1,7,201502,167723,4156,3983,7556
1155,1,0,2,4,9166,20,0,200306,9,4,"교육관련직",15367632,6,6,1,6,"운전직",2,5,201004,159174,3406,3611,8276
1157,1,0,1,4,17275,99,0,200306,1,3,"기업/단체 임원",7445175,6,6,0,0,"",0,0,200610,258073,5444,0,5444
1158,1,1,1,4,6863,50,0,200306,4,6,"운전직",42495177,6,6,1,1,"주부",1,13,200509,1104347,3473,3155,3473
1159,1,0,2,4,6944,20,0,200306,13,1,"주부",6109185,6,6,1,1,"주부",0,0,200308,39300,0,3615,4019
1160,1,1,1,4,10694,30,0,200306,9,3,"사무직",26686189,6,6,1,4,"사무직",0,0,201009,320720,4239,3720,7357
1161,1,0,2,4,23333,20,0,200306,1,4,"교육관련직",28174216,6,6,1,4,"전문직",2,9,201508,352522,3784,6991,8148
1162,1,0,2,4,18750,20,0,200306,12,1,"주부",13909850,6,6,1,3,"사무직",2,10,200702,107986,0,6367,4370
1163,2,NA,1,4,22222,20,0,200306,9,4,"2차산업 종사자",4351050,7,7,1,1,"주부",0,0,200303,104850,4888,6432,4888
1164,1,1,1,4,13097,99,0,200306,9,6,"운전직",3697990,7,7,0,0,"",0,0,200305,31000,3647,0,3647
1165,1,0,1,4,11157,12,0,200306,16,2,"자영업",3017740,10,8,0,0,"",0,0,200808,121000,4695,4022,4695
1166,1,0,1,4,6944,20,0,NA,0,0,"",12400000,6,6,0,0,"",NA,NA,200511,2200000,0,3647,0
1167,1,1,2,4,0,0,0,200306,12,4,"교육관련직",8099649,6,6,1,0,"",1,16,200908,97459,3584,0,3584
1168,1,0,2,4,3213,12,0,200306,16,4,"교육관련직",5100000,6,6,0,0,"",0,0,201511,100000,3394,3111,3394
1169,1,0,1,4,30555,20,0,200306,1,3,"사무직",9497320,6,6,1,3,"사무직",0,0,200305,158500,4951,9546,8712
1170,1,0,2,4,13055,20,0,200306,5,1,"주부",6187230,6,6,1,3,"사무직",1,19,200305,103500,0,3642,4647
1171,1,1,1,4,7361,30,0,200306,4,6,"전문직",13010075,6,6,0,0,"",0,0,201508,233000,3981,3338,3981
1172,1,0,2,4,30972,20,0,200306,1,1,"주부",5238125,6,6,1,0,"",1,14,200404,68590,0,7681,7620
1173,1,0,2,4,23194,20,0,200306,6,5,"3차산업 종사자",42340982,3,6,1,0,"",2,3,201401,509912,3983,6192,3983
1175,1,0,2,4,13055,30,0,200306,13,1,"주부",31508973,6,6,1,5,"2차산업 종사자",1,9,200705,284620,0,4875,3911
1176,1,0,2,4,29305,20,0,200306,2,4,"교사",68305226,6,6,1,0,"",2,6,201606,645098,4618,7122,4618
1177,1,0,2,4,11021,40,0,200306,16,1,"주부",84141549,4,99,1,5,"2차산업 종사자",3,17,201207,1062225,0,3432,4133
1178,1,0,1,3,16395,12,0,200306,1,4,"사무직",1463993,8,8,0,0,"",0,0,201001,98740,3705,4736,3705
1179,1,0,2,3,18888,30,0,200306,1,3,"단순 사무직",170101846,1,99,1,3,"사무직",2,7,200907,3433544,4730,7393,9426
1180,1,0,1,3,0,0,0,200306,0,0,"",0,1,99,0,0,"",0,0,200208,29,4055,0,4055
1181,1,0,1,3,3300,99,0,200306,14,2,"자영업",35279380,2,99,1,1,"주부",3,5,201603,1270551,6013,0,6013
1182,1,0,1,3,4027,30,0,200306,13,3,"사무직",0,6,6,0,0,"",0,0,200207,29,3780,0,3780
1183,1,0,1,3,10769,12,0,200306,17,6,"2차산업 종사자",16374400,6,6,1,4,"의료직 종사자",3,10,200808,137600,3944,3979,7088
1184,1,0,2,3,6805,20,0,200306,17,1,"주부",49185244,6,7,1,5,"2차산업 종사자",0,0,201606,431469,0,3325,3721
1186,1,0,2,3,8679,11,0,200306,17,1,"주부",7226320,8,8,1,4,"전문직",1,8,201210,108028,0,3746,4224
1187,1,0,2,3,17638,20,0,200306,12,1,"주부",25829476,6,6,1,6,"운전직",3,7,201303,296903,0,6169,4600
1189,1,0,1,3,11627,40,0,200306,11,8,"학생",17701101,6,6,0,0,"",0,0,200702,159900,0,4899,0
1190,1,0,2,3,25833,20,0,200306,9,3,"사무직",33708549,6,6,1,3,"사무직",2,10,200609,556645,3956,6907,8608
1192,1,0,1,3,4722,30,0,200306,15,5,"2차산업 종사자",4593237,6,6,0,0,"",0,0,200305,76900,3676,2927,3676
1193,1,0,1,3,0,0,0,200306,9,0,"",7946281,7,9,0,0,"",0,0,201401,253247,3454,0,3454
1194,1,0,2,3,25000,20,0,200306,13,3,"단순 사무직",27055947,4,4,1,3,"사무직",2,9,200907,244231,3449,7426,8558
1195,1,0,1,3,30555,20,0,200306,1,3,"사무직",38555712,6,6,0,0,"",0,0,200910,249600,4316,7616,4316
1196,1,0,2,3,12361,20,0,200306,16,4,"교사",21999393,6,6,0,0,"",0,0,200505,141998,3412,4298,3412
1197,1,0,1,3,8634,30,0,200306,9,4,"예체능계 종사자",20543351,6,6,1,2,"자영업",1,10,201111,223100,3877,3453,7261
1198,1,1,2,3,0,0,0,200306,15,5,"3차산업 종사자",0,9,9,0,0,"",0,0,200305,54800,3209,0,3209
1200,1,0,1,3,4883,40,0,200306,11,5,"2차산업 종사자",8436000,6,6,0,0,"",0,0,200010,218100,3410,3518,3410
1204,1,0,2,3,22777,20,0,200306,9,4,"의료직 종사자",13815880,6,6,1,4,"교사",0,0,201605,84760,3384,6494,8100
1205,1,0,2,3,20555,20,0,200306,9,3,"사무직",29861634,6,6,1,8,"단순 노무직",1,8,200908,273108,3471,6185,6268
1206,1,0,1,3,0,0,0,200306,11,3,"공무원",6034336,6,6,0,0,"",0,0,200707,195470,4003,0,4003
1207,1,0,2,3,32083,20,0,200306,9,3,"사무직",25842989,6,6,0,0,"",0,0,200708,309693,3768,8564,3768
1208,1,0,2,3,3750,30,0,200306,16,1,"주부",42880875,3,6,1,6,"2차산업 종사자",2,9,200909,494786,0,2978,3189
1209,1,0,2,3,9746,99,0,200306,2,5,"3차산업 종사자",25504081,6,6,1,4,"3차산업 종사자",0,0,200109,353886,3461,0,6366
1211,1,0,2,3,0,0,0,200306,4,5,"3차산업 종사자",9786893,7,7,0,0,"",0,0,200602,423138,3026,0,3026
1212,1,1,2,3,16111,20,0,200306,5,1,"주부",18530927,6,6,1,3,"사무직",2,14,200301,161200,0,5136,4122
1213,1,0,1,3,21666,20,0,200306,2,3,"사무직",36160836,6,6,1,3,"사무직",0,0,200602,244500,4157,5970,7726
1214,1,1,1,3,13888,30,0,200306,1,5,"2차산업 종사자",7125903,6,6,0,0,"",0,0,200803,426972,3941,6088,3941
1215,2,NA,2,3,8158,50,1,200306,9,2,"3차산업 종사자",10657297,1,99,0,0,"",0,0,201604,396674,3509,3579,3509
1217,1,0,2,3,25833,20,0,200306,9,3,"사무직",16014019,2,2,0,0,"",0,0,200306,145300,3516,6519,3516
1218,1,0,2,3,0,12,0,200306,15,5,"3차산업 종사자",22914244,7,7,1,5,"2차산업 종사자",1,9,200210,258050,2879,0,6396
1219,1,0,2,3,18342,11,0,200306,14,1,"주부",20518194,6,6,0,0,"",0,0,200412,117584,0,5027,4951
1220,2,NA,2,3,4064,12,0,200306,15,6,"2차산업 종사자",11098100,6,6,0,0,"",0,0,200305,120000,2728,3228,2728
1222,1,0,1,3,12777,20,0,200306,16,6,"2차산업 종사자",18193268,6,6,1,4,"의료직 종사자",1,14,200709,117612,3595,0,6991
1223,2,NA,1,3,0,0,0,200306,1,2,"자영업",19805190,6,6,0,0,"",0,0,200508,152700,3884,0,3884
1224,1,0,2,3,40000,20,0,200306,4,1,"주부",12668140,7,7,1,6,"운전직",2,16,201310,97750,0,9786,4378
1225,1,0,1,3,7361,20,0,200306,13,5,"2차산업 종사자",11154312,6,6,1,1,"주부",1,7,200308,93600,3700,3521,3700
1226,1,0,1,3,32083,30,1,200306,1,2,"자영업",13087676,6,6,0,0,"",0,0,201305,330044,5506,9912,5506
1227,1,0,2,3,7182,12,0,200306,9,5,"3차산업 종사자",7520889,6,6,0,0,"",0,0,200806,63100,3430,3544,3430
1228,1,0,2,3,10463,30,0,200306,1,4,"종교인/역술인",7217740,6,6,1,8,"학생",1,10,200812,237688,2795,4903,2795
1229,1,0,2,3,16162,20,0,200306,4,1,"주부",24676569,6,99,1,3,"사무직",1,15,200603,346552,0,4236,3824
1230,1,0,1,3,21666,20,0,200306,4,3,"사무직",7056580,6,8,1,1,"주부",0,0,200910,200416,4154,5829,4154
1231,1,1,1,3,2790,12,0,200306,6,8,"학생",17592198,8,8,0,0,"",0,0,200711,45900,0,2796,2805
1233,1,0,2,3,7083,30,0,200306,4,3,"사무직",3519645,6,6,0,0,"",0,0,200605,29500,2562,3084,2562
1234,1,0,1,3,8204,40,0,200306,15,5,"2차산업 종사자",1439734,6,6,0,0,"",0,0,201605,55434,3708,4103,3708
1236,1,0,2,3,14173,11,0,200306,2,4,"전문직",3494360,6,6,0,0,"",0,0,199902,75590,3398,3981,3398
1237,1,0,2,3,21805,20,0,200306,12,1,"주부",11125473,6,6,1,5,"2차산업 종사자",0,0,201606,131231,0,6770,3569
1238,1,0,1,3,14444,20,0,200306,2,6,"2차산업 종사자",24889912,6,6,1,3,"단순 사무직",1,10,200710,245326,3975,3811,7015
1239,1,0,2,3,21666,20,0,200306,9,3,"단순 사무직",5531477,6,7,0,0,"",0,0,200804,50787,3159,6429,3159
1240,1,0,1,3,4488,12,0,200306,13,2,"자영업",1202826,8,8,0,0,"",0,0,201302,101078,3785,3278,3785
1241,1,0,2,3,6446,99,0,200306,12,1,"주부",22270574,8,99,1,3,"사무직",3,4,201603,454114,0,0,4257
1242,1,0,2,3,38611,20,0,200306,1,3,"사무직",30386894,6,6,1,0,"",1,12,200503,260627,3665,9295,3665
1243,1,0,1,3,13971,12,0,200306,4,2,"자영업",15481263,6,6,0,0,"",0,0,200609,117600,4287,3989,4287
1244,1,0,1,3,0,0,0,200306,12,3,"공무원",28090014,6,6,1,1,"주부",2,7,200611,175274,3530,0,3530
1245,1,0,1,3,33888,20,0,200306,9,3,"사무직",11768542,6,6,0,0,"",0,0,201105,215700,4029,8124,4029
1246,1,0,1,3,10040,30,0,200306,9,3,"기업/단체 임원",3521415,8,9,0,0,"",0,0,200305,29500,4541,3450,4541
1247,1,0,2,3,28611,20,0,200306,2,1,"주부",21455829,6,6,0,0,"",0,0,201605,324557,0,7061,6807
1248,1,0,2,3,8333,20,0,200306,9,1,"주부",14905309,6,6,1,3,"사무직",1,10,200903,166692,0,3414,3578
1249,1,0,2,3,23194,20,0,200306,9,4,"의료직 종사자",21750258,6,6,0,0,"",0,0,200305,138150,3727,5695,3727
1250,1,0,1,3,35277,20,0,200306,16,3,"사무직",16593910,6,6,1,4,"교사",1,4,201408,424148,4044,9504,7181
1253,1,0,2,3,21666,20,0,200306,3,4,"교사",36147002,6,6,0,0,"",0,0,200701,150682,3932,6010,3932
1254,1,0,2,3,2500,11,0,200306,13,1,"주부",7200836,8,8,1,0,"",1,16,200901,135200,0,3031,3012
1255,1,0,1,3,10138,20,0,200306,9,2,"자영업",44132605,6,6,1,1,"주부",3,5,201105,513366,4243,3619,4243
1258,1,1,1,3,9745,99,0,200306,9,5,"예체능계 종사자",7700000,6,6,0,0,"",0,0,201004,200000,3706,0,3706
1259,1,0,2,3,4861,30,0,200012,3,1,"주부",6432142,7,7,1,6,"2차산업 종사자",1,7,201304,130028,0,2243,4117
1260,1,0,1,3,1631,12,0,200306,11,4,"3차산업 종사자",6634288,6,6,0,0,"",0,0,201606,170810,3693,2932,3693
1261,1,0,2,3,15555,20,0,200306,1,3,"고위 공무원",8877005,6,6,0,0,"",0,0,200305,74540,3462,4547,3462
1262,1,0,1,3,8333,30,0,200306,1,6,"운전직",2836000,7,7,1,1,"주부",0,0,200304,141800,3537,3426,3537
1263,1,0,2,3,10555,20,0,200306,14,3,"공무원",3946182,6,6,1,3,"공무원",0,0,200305,33100,3259,3915,7718
1265,1,0,2,3,6058,13,0,200306,9,3,"사무직",32916599,7,9,0,0,"",0,0,201305,870852,3898,3503,3898
1266,2,NA,2,3,25138,20,1,200306,9,2,"3차산업 종사자",20208502,5,99,1,4,"교사",2,12,201604,615498,3364,6762,8523
1267,1,0,2,3,29305,20,0,200306,1,8,"학생",3758580,6,6,0,0,"",0,0,200305,31500,0,8847,8878
1268,2,NA,2,3,15138,20,0,200306,14,4,"교육관련직",24400217,6,8,0,0,"",0,0,201509,428182,3651,5492,3651
1269,1,0,2,3,16111,20,0,200306,9,1,"주부",1362800,1,99,0,0,"",0,0,201512,109210,0,4678,4626
1270,1,0,2,3,12916,30,0,200306,9,3,"단순 사무직",4963134,6,6,0,0,"",0,0,200305,41700,3172,4811,3172
1271,1,0,1,3,7916,20,0,200306,14,6,"2차산업 종사자",22007358,6,6,0,0,"",0,0,200703,219294,3641,3509,3641
1272,1,0,2,3,25138,20,0,200306,9,1,"주부",52999911,6,6,1,6,"운전직",3,8,201304,371729,0,6781,4680
1273,1,0,2,3,25555,30,0,200306,1,6,"2차산업 종사자",4749962,6,6,0,0,"",0,0,200305,26600,3009,7845,3009
1274,2,NA,1,3,15787,99,0,200306,1,3,"사무직",21126895,6,6,1,1,"주부",0,0,200612,207471,3695,0,3695
1275,1,0,1,3,15833,20,0,200306,6,8,"학생",19660800,6,6,0,0,"",0,0,199809,247700,0,4014,4047
1276,1,0,1,3,18454,40,0,200306,1,4,"고소득 전문직",81869179,3,6,1,1,"주부",2,6,201202,1383201,6222,5855,6222
1277,1,0,1,3,21250,20,0,200306,9,3,"사무직",7061853,6,6,0,0,"",0,0,200001,157048,3608,6246,3608
1278,1,0,1,3,9166,30,0,200306,4,2,"자영업",2100600,6,6,0,0,"",0,0,200303,116700,3972,3334,3972
1279,1,0,2,3,16527,30,1,200306,9,4,"전문직",2977000,6,6,0,0,"",0,0,200705,25000,3426,5361,3426
1280,1,0,2,3,15972,20,0,200306,9,3,"단순 사무직",11414212,6,6,0,0,"",0,0,200207,142110,3072,0,3072
1281,1,0,2,3,15972,20,0,200306,15,1,"주부",12716050,6,6,0,0,"",0,0,201203,652019,0,5373,5239
1283,1,0,2,3,13320,30,0,200306,1,4,"의료직 종사자",6519962,6,6,0,0,"",0,0,200607,113797,3165,5262,3165
1284,1,1,1,3,11388,30,0,200306,9,6,"운전직",6194748,6,6,1,3,"단순 사무직",2,9,200003,203030,3525,3884,8777
1285,1,0,1,3,8194,20,0,200306,2,6,"2차산업 종사자",29299598,6,6,0,0,"",0,0,200511,164900,3545,2585,3545
1287,1,0,2,3,11111,20,0,200306,10,4,"교사",2072949,6,6,0,0,"",0,0,200306,34740,3524,4359,3524
1289,1,0,1,3,3113,12,0,200306,15,2,"자영업",14036493,8,8,0,0,"",0,0,201106,547773,5106,2232,5106
1290,1,0,2,3,7500,20,0,200306,11,4,"의료직 종사자",5952571,7,7,1,3,"사무직",1,16,200304,162865,3054,3151,8230
1292,2,NA,1,3,16889,13,0,200306,7,5,"2차산업 종사자",1312207,6,6,0,0,"",0,0,200807,178123,3677,4369,3677
1293,1,0,1,3,0,0,0,200306,1,3,"사무직",25544668,6,6,0,0,"",0,0,201407,363664,4108,0,4108
1294,1,0,1,3,7916,20,0,200306,13,3,"사무직",3765291,6,6,0,0,"",0,0,200806,31600,3890,3460,3890
1296,1,0,2,3,24305,20,0,200306,1,8,"학생",5718796,6,6,0,0,"",0,0,200305,34860,0,7512,7604
1297,1,0,1,3,6666,30,0,200306,9,6,"운전직",33572254,6,6,1,1,"주부",0,0,200309,276800,3330,2915,3330
1298,2,NA,1,3,10287,12,0,200306,1,2,"자영업",63677270,5,6,1,1,"주부",1,5,201108,1407583,5933,3593,5933
1299,1,0,2,3,8611,20,0,200306,9,4,"의료직 종사자",17324766,6,99,1,3,"사무직",1,2,201311,448500,3366,3787,7311
1302,1,1,1,3,10000,30,0,200306,9,3,"사무직",4479664,6,6,0,0,"",0,0,200305,37600,3653,3936,3653
1303,1,0,1,3,5004,11,0,200306,16,7,"1차산업 종사자",18794955,8,8,0,0,"",0,0,201606,165158,3364,3321,3364
1304,1,0,2,3,29027,20,0,200306,1,1,"주부",22912333,6,6,1,3,"사무직",0,0,200603,164320,0,7242,4204
1305,1,0,1,3,33932,12,0,200306,7,6,"2차산업 종사자",30984000,6,6,0,0,"",0,0,200607,504200,4605,6577,4605
1307,1,0,1,3,0,60,0,200306,9,8,"학생",4601506,6,6,0,0,"",0,0,200305,38600,0,0,0
1310,1,0,2,3,3438,13,0,200306,9,3,"단순 사무직",7904580,3,6,0,0,"",0,0,200604,130383,3024,3399,3024
1311,1,0,1,3,7424,11,0,200306,9,5,"2차산업 종사자",62419195,4,6,0,0,"",0,0,200211,545600,3806,3566,3806
1315,1,0,2,3,33472,20,0,200306,9,1,"주부",23371287,6,6,1,3,"사무직",1,8,201010,2500000,0,7033,4267
1316,1,0,2,3,17638,30,0,200306,1,4,"고소득 전문직",3442750,6,6,0,0,"",0,0,201606,25550,3244,0,3244
1318,1,0,1,3,10415,30,0,200306,1,2,"자영업",35412979,8,9,0,0,"",0,0,201510,310934,3873,4387,3873
1320,1,0,2,3,19468,12,0,200306,1,8,"학생",5581362,6,6,0,0,"",0,0,200305,46910,0,5125,4980
1321,1,0,1,3,5555,30,0,200306,4,8,"학생",24609208,6,6,0,0,"",0,0,200307,49800,0,2709,2706
1322,2,NA,1,3,10218,30,0,200306,11,2,"자영업",794000,4,99,0,0,"",0,0,201602,348005,3536,4400,3536
1326,1,0,2,3,12816,12,0,200306,1,4,"교육관련직",12191616,6,6,0,0,"",0,0,201601,91200,3323,0,3323
1328,2,NA,2,3,18472,20,0,200306,11,3,"사무직",107609906,10,99,1,4,"전문직",1,3,200701,1924579,3438,5930,7631
1329,1,0,2,3,0,0,0,200306,16,3,"단순 사무직",12001825,6,6,0,0,"",0,0,200611,104500,2698,0,2698
1330,1,0,2,3,10053,12,0,200306,2,8,"학생",3826088,6,6,0,0,"",0,0,200212,77800,0,3721,0
1333,1,0,2,3,0,60,0,200306,15,5,"2차산업 종사자",7585453,6,6,0,0,"",0,0,201302,154900,3022,0,3022
1336,1,1,2,3,8214,12,0,200306,11,8,"학생",2533188,6,6,0,0,"",0,0,200609,274800,0,2456,2421
1344,2,NA,1,3,8333,20,0,200306,15,8,"학생",13351800,6,6,0,0,"",0,0,201511,79475,0,3411,3265
1345,1,0,1,3,3089,11,0,200306,14,3,"공무원",2708224,6,6,0,0,"",0,0,200906,118160,3225,4221,3225
1348,1,0,1,3,37777,20,0,200306,9,8,"학생",24909933,6,6,0,0,"",0,0,201303,513250,0,9957,9893
1349,1,0,2,3,10917,40,1,200306,15,3,"사무직",8822250,6,6,0,0,"",0,0,201001,663963,3036,4229,3036
1350,1,0,1,3,25694,20,0,200306,9,3,"사무직",5121300,6,6,1,1,"주부",1,6,201412,175210,3299,6815,3299
1351,1,0,2,3,30555,20,0,200306,9,3,"사무직",14461206,2,99,0,0,"",0,0,201405,180759,3338,7509,3338
1352,1,0,2,3,17638,20,0,200306,15,4,"전문직",19422000,6,6,0,0,"",0,0,201606,498000,2817,4839,2817
1354,1,0,1,3,6309,20,0,200306,2,6,"2차산업 종사자",5132292,6,6,0,0,"",0,0,201406,39360,3032,3821,3032
1355,1,0,1,3,5416,30,0,200306,2,3,"사무직",4209760,7,7,0,0,"",0,0,201604,264272,3145,4006,3145
1357,1,0,2,3,11388,20,0,200306,3,6,"2차산업 종사자",22578545,6,99,0,0,"",0,0,201412,314746,2841,3264,2841
1359,1,0,1,3,8333,20,0,200306,14,3,"공무원",25672867,6,6,0,0,"",0,0,200903,679882,3116,4066,3116
1361,1,0,1,3,9173,40,0,200306,9,5,"예체능계 종사자",299744010,2,99,0,0,"",0,0,201411,19541400,3134,3522,3134
1363,1,0,1,3,5065,12,0,200306,4,3,"사무직",21566275,10,99,0,0,"",0,0,201512,445950,3063,5030,3063
1370,1,0,1,2,31490,11,0,200306,9,6,"2차산업 종사자",13362004,6,6,0,0,"",0,0,200504,141900,3176,7147,3176
1371,1,0,2,2,30972,20,0,200306,1,4,"전문직",22838841,10,9,0,0,"",0,0,201409,1771638,3226,6056,3226
1372,1,0,1,2,0,0,0,200306,11,3,"사무직",21073395,2,99,1,3,"사무직",0,0,201606,1131685,3549,0,5910
1374,1,1,1,2,26250,20,0,200303,2,3,"사무직",9804410,6,6,0,0,"",0,0,201606,200090,3188,7920,3188
1375,1,0,2,2,20833,20,0,200306,5,3,"사무직",29074682,2,99,0,0,"",0,0,201511,590625,2651,8308,2651
1377,1,0,2,2,7025,11,0,200306,11,8,"학생",1854464,0,6,0,0,"",0,0,200701,115904,0,5019,5056
1380,1,0,1,2,15890,99,0,200306,1,2,"자영업",9096941,7,7,0,0,"",0,0,201406,107192,3012,0,3012
1388,1,0,2,2,3013,12,0,200306,9,6,"2차산업 종사자",3969880,3,99,0,0,"",0,0,201503,282772,2645,2301,2645
1391,1,0,1,2,20277,20,0,200306,11,5,"2차산업 종사자",14055898,5,99,0,0,"",0,0,201605,837411,3121,9907,3121
1395,1,0,1,2,0,0,0,200306,3,8,"학생",1610352,5,99,0,0,"",0,0,201602,405630,0,0,0
1398,1,0,2,2,9106,11,0,200306,2,2,"자영업",3300000,6,6,0,0,"",0,0,201312,300000,2940,5661,2940
1399,1,0,2,2,4394,12,0,200306,9,4,"3차산업 종사자",4330921,6,6,0,0,"",0,0,201207,250055,2234,2337,2234
1401,1,0,2,2,21250,20,0,200306,14,8,"학생",1531500,6,6,0,0,"",0,0,201606,20900,0,7138,6917
1403,1,0,2,2,41111,20,0,200306,9,3,"학생",5806945,6,6,0,0,"",0,0,201405,358596,2639,10846,2639
1406,1,0,2,2,0,0,0,200306,1,3,"사무직",4656136,3,99,0,0,"",0,0,201605,685501,2972,0,2972
1409,2,NA,1,2,9017,12,0,200306,3,5,"3차산업 종사자",66752516,4,99,0,0,"",0,0,201505,1723124,2874,5670,2874
1411,2,NA,1,2,16395,12,0,200306,1,6,"2차산업 종사자",2039862,6,6,0,0,"",0,0,201408,36049,2793,6799,2793
1412,1,0,1,2,8756,40,0,200306,9,8,"학생",7487220,4,99,0,0,"",0,0,201605,499148,0,2369,2320
1415,1,0,2,2,9444,30,0,200306,1,8,"학생",973500,6,6,0,0,"",0,0,201605,29500,0,5127,5203
1426,1,0,1,2,4849,40,0,200306,14,8,"학생",50000,6,6,0,0,"",0,0,201510,50000,0,5518,5503
1427,1,0,2,2,38464,11,0,200306,16,3,"사무직",2640000,6,6,0,0,"",0,0,201410,1101167,2562,9922,2562
1439,1,0,1,2,10416,20,0,200306,5,8,"학생",304920,5,99,0,0,"",0,0,201605,47020,0,6347,6262
1447,1,0,1,2,18333,20,0,200306,5,8,"학생",8648729,6,6,0,0,"",0,0,201606,199788,0,8231,7529
1459,1,0,2,2,6178,11,0,200306,14,8,"학생",31306755,5,99,0,0,"",0,0,201408,98750,0,5319,5296
1464,1,0,2,2,13194,30,0,200306,7,8,"학생",10069387,6,6,0,0,"",0,0,201512,207622,0,4608,3909
1468,1,0,1,2,9583,20,0,200306,14,8,"학생",3608727,6,6,0,0,"",0,0,201501,331500,0,3683,3741
1514,1,1,2,7,7991,12,0,200103,1,8,"기타",59507628,6,6,0,0,"",0,0,201211,751665,0,1255,1232
1516,1,0,1,7,1260,11,0,200302,16,2,"자영업",0,6,6,1,1,"주부",0,0,201001,69011,0,2534,3195
1517,1,0,2,6,17092,11,0,200011,2,1,"주부",1967567,6,6,1,8,"기타",0,0,200707,15311,0,4636,4892
1518,1,0,1,6,18611,20,0,199609,16,3,"3차산업 종사자",12228000,6,6,1,8,"기타",0,0,201509,101900,0,5365,5494
1520,1,0,1,6,15277,20,0,NA,0,0,"",6348306,6,6,0,0,"",NA,NA,200312,82200,0,5199,0
1521,2,NA,1,6,24444,20,0,200306,9,3,"사무직",20353965,6,6,1,1,"주부",0,0,200409,211910,0,0,10240
